STATE,STATE FIPS,COUNTY,COUNTY FIPS,FACILITY,EIS ID,ADDRESS,CITY,ZIP CODE,POLLUTANT,POLLUTANT TYPE,EMISSIONS,UNIT OF MEASURE,FACILITY TYPE,NAICS CODE,NAICS DESCRIPTION
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST,14179311,GOLDEN GATE AVENUE,OAKLAND,94618,Nitrogen Oxides,CAP,0.1292422,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,"E INK CALIFORNIA, LLC",10492311,47485 SEABRIDGE DR,FREMONT,94538,Nitrogen Oxides,CAP,0.1277571,TON,,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES."
CA,06,Alameda,06001,"DAN'S WIRE MFG, INC",14247011,2156 PRUNE AVENUE,FREMONT,94539,Nitrogen Oxides,CAP,0.12687554,TON,,331318,
CA,06,Alameda,06001,CITY OF OAKLAND,18540811,"455 27TH ST, FIRE STATION 15",OAKLAND,94612,Nitrogen Oxides,CAP,0.1243323,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,DRAKE'S BREWING COMPANY,18698311,1933 DAVIS STRET #177,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.1240295,TON,,311942,SPICE AND EXTRACT MANUFACTURING.
CA,06,Alameda,06001,"CASS, INC",168411,2730 PERALTA STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.12352695,TON,,423930,RECYCLABLE MATERIAL MERCHANT WHOLESALERS.
CA,06,Alameda,06001,VERIZON BUSINESS - FRMOCA,13811411,4340 SOLAR WAY,FREMONT,94538,Nitrogen Oxides,CAP,0.1225728,TON,,517111,
CA,06,Alameda,06001,"LAKE MERRITT MANAGEMENT, LLC",15940511,155 GRAND AVENUE,OAKLAND,94612,Nitrogen Oxides,CAP,0.1224944,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,AC TRANSIT GENERAL OFFICE,13980511,1600 FRANKLIN STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.1212826,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,AT&T,14060011,4480 WILLOW ROAD,PLEASANTON,94588,Nitrogen Oxides,CAP,0.1204574,TON,,517112,
CA,06,Alameda,06001,FEDERAL AVIATION ADMINISTRATION,10490111,OAKLAND AIRPORT,OAKLAND,94621,Nitrogen Oxides,CAP,0.12026443,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,PACIFIC BELL,127711,479 45TH STREET,OAKLAND,94609,Nitrogen Oxides,CAP,0.1161216,TON,,517111,
CA,06,Alameda,06001,"GRIFOLS DIAGNOSTIC SOLUTIONS, INC",10492511,6455 CHRISTIE AVENUE,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.1143857,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,"AEG MANAGEMENT OAKLAND, LLC",10496511,7000 COLLISEUM WAY,OAKLAND,94621,Nitrogen Oxides,CAP,0.111900673,TON,,925120,ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT.
CA,06,Alameda,06001,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,10479511,5555 CALAVERAS RD,SUNOL,94586,Nitrogen Oxides,CAP,0.111887526,TON,,926130,"REGULATION AND ADMINISTRATION OF COMMUNICATIONS, ELECTRIC, GAS, AND OTHER UTILITIES."
CA,06,Alameda,06001,CITY OF FREMONT,10491811,3300 CAPITOL AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.11094737,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,"ZP OPCO, INC",15725111,34790 ARDENTECH CT,FREMONT,94555,Nitrogen Oxides,CAP,0.110291888,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"CALIFORNIA CEREAL PRODUCTS, INC",10469511,1267 14TH STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.10943554,TON,,311230,BREAKFAST CEREAL MANUFACTURING.
CA,06,Alameda,06001,"LOWE'S HIW, INC ,CORPORATE PAYABLES",129311,4255 1ST STREET,LIVERMORE,94550,Nitrogen Oxides,CAP,0.1079345,TON,,444110,HOME CENTERS.
CA,06,Alameda,06001,"LOWE'S HIW, INC",10471911,43612 PACIFIC COMMONS BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.105917,TON,,444110,HOME CENTERS.
CA,06,Alameda,06001,COMCAST OF CALIFORNIA IX INC,16024811,395 MOWRY BOULEVARD,FREMONT,94536,Nitrogen Oxides,CAP,0.104635539,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"TRT NOIP DUBLIN, LP",18545311,1 SYBASE DRIVE,DUBLIN,94568,Nitrogen Oxides,CAP,0.10375526,TON,,541511,CUSTOM COMPUTER PROGRAMMING SERVICES.
CA,06,Alameda,06001,"COSCHEM, INC",14316711,8108 CAPWELL DRIVE,OAKLAND,94621,Nitrogen Oxides,CAP,0.1030554,TON,,325611,SOAP AND OTHER DETERGENT MANUFACTURING.
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST,10501711,589 E LEWELLING BLVD,SAN LORENZO,94580,Nitrogen Oxides,CAP,0.1029847,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,"FOX TELEVISION STATIONS, INC , ON BEHALF OF KTVU",17252711,2 JACK LONDON SQUARE,OAKLAND,94607,Nitrogen Oxides,CAP,0.1016785,TON,,516120,
CA,06,Alameda,06001,PACIFIC BELL,449611,4073 ADAMS AVENUE,FREMONT,94538,Nitrogen Oxides,CAP,0.09852746,TON,,517111,
CA,06,Alameda,06001,ACUITY BRANDS LIGHTING,10460411,2246 5TH STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.09799143,TON,,335132,
CA,06,Alameda,06001,ANTRIM ENGINEERING & CONSTRUCTION INC,13787511,1635 CHESTNUT STREET,LIVERMORE,94550,Nitrogen Oxides,CAP,0.09763525,TON,,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION.
CA,06,Alameda,06001,CITY OF BERKELEY PUBLIC SAFETY BUILDING,17246611,2100 MRTN LTHR KNG JR WAY,BERKELEY,94704,Nitrogen Oxides,CAP,0.0972337,TON,,561110,OFFICE ADMINISTRATIVE SERVICES.
CA,06,Alameda,06001,CITY OF FREMONT DEVELOPMENT,15737611,39550 LIBERTY STREET,FREMONT,94538,Nitrogen Oxides,CAP,0.0968399,TON,,923130,"ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)."
CA,06,Alameda,06001,CITY OF HAYWARD,18490011,777 B STREET,HAYWARD,94541,Nitrogen Oxides,CAP,0.09383566,TON,,921190,OTHER GENERAL GOVERNMENT SUPPORT.
CA,06,Alameda,06001,SBC ADVANCED SOLUTIONS INC,10482211,5130 HACIENDA DR,DUBLIN,94568,Nitrogen Oxides,CAP,0.09361394,TON,,541512,COMPUTER SYSTEMS DESIGN SERVICES.
CA,06,Alameda,06001,"MATTSON TECHNOLOGY, INC",10481811,47131 BAYSIDE PKWY,FREMONT,94538,Nitrogen Oxides,CAP,0.09287384,TON,,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
CA,06,Alameda,06001,SERVICE KING PAINT & BODY,18495311,7801 OAKPORT STREET,OAKLAND,94621,Nitrogen Oxides,CAP,0.09012177,TON,,811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,BOEHRINGER INGELHEIM FREMONT INC,16033011,6397 KAISER DRIVE,FREMONT,94555,Nitrogen Oxides,CAP,0.09004044,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,PACIFIC BELL,127311,1880 DEPOT COURT,HAYWARD,94545,Nitrogen Oxides,CAP,0.08867471,TON,,517111,
CA,06,Alameda,06001,SAN LEANDRO HOSPITAL,18541311,13855 E 14TH STREET,SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.08657553,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,LIVERMORE CREMATORY,10457111,3833 EAST AVENUE,LIVERMORE,94550,Nitrogen Oxides,CAP,0.0836911,TON,,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,FARBEN INC,14266911,31010 SAN CLEMENTE ST,HAYWARD,94544,Nitrogen Oxides,CAP,0.08342409,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,WESTERN COLLOID PRODUCTS,200311,700 71ST AVENUE,OAKLAND,94621,Nitrogen Oxides,CAP,0.08291373,TON,Hot Mix Asphalt Plant,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING.
CA,06,Alameda,06001,"ROSEWOOD COMMONS PROPERTY OWNER, LLC",18495211,4430 ROSEWOOD DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.081380529,TON,,517112,
CA,06,Alameda,06001,UCSF BENIOFF CHILDRENS HOSPITAL - OAKLAND - RI,10496311,5700 MARTIN LUTHR KNG,OAKLAND,94609,Nitrogen Oxides,CAP,0.07953795,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,FIFTH & POTTER STREET ASSOC,10488111,725 POTTER STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.07741442,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,PACIFIC BELL,172211,8925 HOLLY STREET,OAKLAND,94621,Nitrogen Oxides,CAP,0.07717984,TON,,517111,
CA,06,Alameda,06001,STATE OF CALIFORNIA DEPARTMENT OF TRANSPORTATION,10497311,"SAN MATEO HAYWRD, BRIDGE TOLL PLAZA",HAYWARD,94541,Nitrogen Oxides,CAP,0.07657919,TON,,488111,AIR TRAFFIC CONTROL.
CA,06,Alameda,06001,MENTOR GRAPHICS,15725311,46871 BAYSIDE PKWY,FREMONT,94538,Nitrogen Oxides,CAP,0.07651888,TON,,541430,GRAPHIC DESIGN SERVICES.
CA,06,Alameda,06001,METROPCS CALIFORNIA/FLORIDA INC,10506911,720 2ND STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.07541853,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,WORLDPAC,17242711,37137 HICKORY ST,NEWARK,94560,Nitrogen Oxides,CAP,0.07513658,TON,,423120,MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS
CA,06,Alameda,06001,CALTRANS,18130311,200 BURMA ROAD,OAKLAND,94607,Nitrogen Oxides,CAP,0.07494062,TON,,485112,COMMUTER RAIL SYSTEMS.
CA,06,Alameda,06001,MASS PRECISION INC,18134811,46555 LANDING PKWY,FREMONT,94538,Nitrogen Oxides,CAP,0.07425565,TON,,332322,SHEET METAL WORK MANUFACTURING.
CA,06,Alameda,06001,WELLS FARGO BANK C/O JONES LANG LASALLE,17249111,"794 DAVIS STREET, ROOM 120",SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.07413019,TON,,522110,COMMERCIAL BANKING.
CA,06,Alameda,06001,THE POINT AT ROCKRIDGE,10491211,4500 GILBERT STREET,OAKLAND,94611,Nitrogen Oxides,CAP,0.073232405,TON,,623110,NURSING CARE FACILITIES.
CA,06,Alameda,06001,OAKLAND MARRIOTT CITY CENTER,18542011,1001 BROADWAY,OAKLAND,94607,Nitrogen Oxides,CAP,0.07279431,TON,,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS.
CA,06,Alameda,06001,KAISER PERMANENTE BERKELEY CAMPUS,13760711,1725 EASTSHORE HWY,BERKELEY,94710,Nitrogen Oxides,CAP,0.072076059,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,KAISER/APRIA,10493111,30116 EIGENBRODT WAY,UNION CITY,94587,Nitrogen Oxides,CAP,0.07014216,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,"XO COMMUNICATIONS SERVICES, LLC",14286411,855 MISSION COURT,FREMONT,94539,Nitrogen Oxides,CAP,0.07014216,TON,,517111,
CA,06,Alameda,06001,LAWRENCE LIVERMORE NATIONAL LAB,13815611,"CORRAL HOLLOW RD, SITE 300",TRACY,95304,Nitrogen Oxides,CAP,0.06873464,TON,,928110,NATIONAL SECURITY.
CA,06,Alameda,06001,LANDA'S PAINTING AND FINISHING,14271611,4131 BUSINESS CENTER DR,FREMONT,94538,Nitrogen Oxides,CAP,0.06779835,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,CUMMINS INC,10473611,14775 WICKS BOULEVARD,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.066709565,TON,,333618,OTHER ENGINE EQUIPMENT MANUFACTURING.
CA,06,Alameda,06001,XOMA US LLC,10503011,2910 W 7TH STREET,BERKELEY,94710,Nitrogen Oxides,CAP,0.06517696,TON,,325412,PHARMACEUTICAL PREPARATION MANUFACTURING.
CA,06,Alameda,06001,PACIFIC BELL,128211,15125 HESPERIAN BLVD,SAN LEANDRO,94578,Nitrogen Oxides,CAP,0.06451202,TON,,517111,
CA,06,Alameda,06001,COUNTER CULTURE COFFEE,18697811,1329 64TH STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.063822238,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,CITY OF HAYWARD WELL C,16022711,"29050 HESPERIAN BLVD, WELL C",HAYWARD,94545,Nitrogen Oxides,CAP,0.06263532,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,ORACLE AMERICA,10460911,5805 OWENS DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.06226361,TON,,334610,
CA,06,Alameda,06001,CAL HI TEC FINISHING LLC,10518811,"1680 W WINTON AVE, UNIT #1",HAYWARD,94545,Nitrogen Oxides,CAP,0.06114071,TON,,332813,"ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
CA,06,Alameda,06001,ALAMEDA COUNTY WATER DISTRICT,197511,43885 SO GRIMMER BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.06021434,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST,14059411,1100 21ST STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.059433803,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,EAST BAY REGIONAL PARK DISTRICT,10479111,17930 LAKE CHABOT ROAD,CASTRO VALLEY,94546,Nitrogen Oxides,CAP,0.058307388,TON,,238210,ELECTRICAL CONTRACTORS.
CA,06,Alameda,06001,MACH II 180 GRAND LLC,13799311,180 GRAND AVENUE,OAKLAND,94612,Nitrogen Oxides,CAP,0.05747436,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,PACIFIC RENAISSANCE PLAZA,18490711,"388 9TH ST, STE 229",OAKLAND,94607,Nitrogen Oxides,CAP,0.05730555,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,THE CLOROX COMPANY,18706111,4900 JOHNSON DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.0563014,TON,,325612,POLISH AND OTHER SANITATION GOOD MANUFACTURING.
CA,06,Alameda,06001,"ABAXIS, INC",15737511,3240 WHIPPLE ROAD,UNION CITY,94587,Nitrogen Oxides,CAP,0.055485067,TON,,334510,ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING.
CA,06,Alameda,06001,"HAYWARD POINT EDEN I, LP C/O CBRE",18494211,3955 TRUST WAY,HAYWARD,94545,Nitrogen Oxides,CAP,0.05526476,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,"HACIENDA PORTFOLIO VENTURE, LLC (CBRE AGENT)",15941911,4698 WILLOW ROAD,PLEASANTON,94588,Nitrogen Oxides,CAP,0.0550493,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,GARRISON COMMANDER-CAMP PARKS,18128611,620 5TH STREET,DUBLIN,94568,Nitrogen Oxides,CAP,0.05498174,TON,,721211,RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS.
CA,06,Alameda,06001,VALLEY PET CENTER,18131311,189 CONTRACTORS STREET,LIVERMORE,94550,Nitrogen Oxides,CAP,0.05480364,TON,,812220,CEMETERIES AND CREMATORIES.
CA,06,Alameda,06001,PACIFIC BELL,126911,2100 CENTRAL AVENUE,ALAMEDA,94501,Nitrogen Oxides,CAP,0.05465928,TON,,517111,
CA,06,Alameda,06001,VERIZON BUSINESS - OKLPCA,14235311,7TH ST & NE CORNER OF I 880,OAKLAND,94607,Nitrogen Oxides,CAP,0.05458655,TON,,517111,
CA,06,Alameda,06001,LIVERMORE MUNICIPAL WATER - ALTAMONT PUMP STATION,10488011,8756 PATTERSON PASS RD,LIVERMORE,94551,Nitrogen Oxides,CAP,0.05345005,TON,,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,OAKLAND UNIFIED SCHOOL DISTRICT,17245011,1011 UNION STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.05323882,TON,,611110,ELEMENTARY AND SECONDARY SCHOOLS.
CA,06,Alameda,06001,FEDEX EXPRESS-OAKH,13761511,1 SALLY RIDE WAY,OAKLAND,94621,Nitrogen Oxides,CAP,0.053185832,TON,,484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD."
CA,06,Alameda,06001,SSA TERMINALS (OAKLAND) LLC,10476911,1999 MIDDLE HARBOR RD,OAKLAND,94607,Nitrogen Oxides,CAP,0.05278258,TON,,488510,FREIGHT TRANSPORTATION ARRANGEMENT.
CA,06,Alameda,06001,PACIFIC BELL,127611,2112 FRUITVALE AVE,OAKLAND,94601,Nitrogen Oxides,CAP,0.05278258,TON,,517111,
CA,06,Alameda,06001,SAFEWAY INC #1197,18131211,1790 DECOTO ROAD,UNION CITY,94587,Nitrogen Oxides,CAP,0.05274883,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,T-MOBILE,10461711,720 2ND STREET,OAKLAND,94607,Nitrogen Oxides,CAP,0.05182024,TON,,517112,
CA,06,Alameda,06001,VALASSIS,10492811,6955 MOWRY AVENUE,NEWARK,94560,Nitrogen Oxides,CAP,0.05160961,TON,,513140,
CA,06,Alameda,06001,CITY OF FREMONT-FIRE STATION #4,17248711,1000 PINE STREET,FREMONT,94539,Nitrogen Oxides,CAP,0.05150378,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,CITY OF FREMONT-FIRE STATION #10,18540311,1 DEEP CREEK ROAD,FREMONT,94538,Nitrogen Oxides,CAP,0.05150378,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,CITY OF FREMONT-FIRE STATION #5,18540411,55 HACKAMORE LANE,FREMONT,94539,Nitrogen Oxides,CAP,0.05150378,TON,,922160,FIRE PROTECTION.
CA,06,Alameda,06001,SAN FRANCISCO BAY BRIDGE TOLL PLAZA,17243011,BAY BRIDGE EAST,OAKLAND,94607,Nitrogen Oxides,CAP,0.0510599,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,TRIMAC TRANSPORTATION INC,476011,3751 BREAKWATER AVE,HAYWARD,94545,Nitrogen Oxides,CAP,0.05105584,TON,,811192,CAR WASHES.
CA,06,Alameda,06001,TRANS PACIFIC CENTRE,14280211,1000 BROADWAY,OAKLAND,94607,Nitrogen Oxides,CAP,0.05067126,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC,10497711,1919 WEBSTER STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.0502021,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,CITY CENTER 1300 LLC,18545211,1300 CLAY STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.050108273,TON,,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS.
CA,06,Alameda,06001,GEORGIA-PACIFIC CORRUGATED LLC,10708111,2800 ALVARADO STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.04966911,TON,,322211,CORRUGATED AND SOLID FIBER BOX MANUFACTURING.
CA,06,Alameda,06001,CIM GROUP PROPERTIES,15941011,1901 HARRISON STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.04964387,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,KAISER PLEASANTON TECHNOLOGY CENTER,15714011,4460 HACIENDA DRIVE,PLEASANTON,94588,Nitrogen Oxides,CAP,0.04949832,TON,,621491,HMO MEDICAL CENTERS.
CA,06,Alameda,06001,OAKLAND 14TH OFFICE,10493211,475 14TH STREET,OAKLAND,94612,Nitrogen Oxides,CAP,0.04855996,TON,,531120,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES).
CA,06,Alameda,06001,SAFEWAY INC #1932,18543311,4440 TASSAJARA RD,DUBLIN,94568,Nitrogen Oxides,CAP,0.04717822,TON,,445110,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES.
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC,10497611,42105 BOYCE ROAD,FREMONT,94538,Nitrogen Oxides,CAP,0.04698393,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,THE HOME DEPOT #1017,10511411,21787 HESPERIAN BLVD,HAYWARD,94541,Nitrogen Oxides,CAP,0.0468495,TON,,444110,HOME CENTERS.
CA,06,Alameda,06001,FREMONT HOSPITAL,18540011,39001 SUNDALE DRIVE,FREMONT,94538,Nitrogen Oxides,CAP,0.04634119,TON,,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS.
CA,06,Alameda,06001,"MELROSE METAL FINISHING, INC",10457011,10222 PEARMAIN ST,OAKLAND,94603,Nitrogen Oxides,CAP,0.0461694,TON,,332812,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS."
CA,06,Alameda,06001,PACIFIC GAS AND ELECTRIC COMPANY,196311,24300 CLAWITER ROAD,HAYWARD,94545,Nitrogen Oxides,CAP,0.04591725,TON,,221112,FOSSIL FUEL ELECTRIC POWER GENERATION.
CA,06,Alameda,06001,"UNION SANITARY DIST, NEWARK PS",10456311,8700 THORNTON AVE,NEWARK,94560,Nitrogen Oxides,CAP,0.04586344,TON,Wastewater Treatment Facility,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,PACIFIC BELL,127011,1612 SOLANO AVENUE,ALBANY,94707,Nitrogen Oxides,CAP,0.04480654,TON,,517111,
CA,06,Alameda,06001,AC TRANSIT,204111,1177 47TH STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.044546776,TON,,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION.
CA,06,Alameda,06001,FEDEX EXPRESS - OAKRT,13777411,9190 EDES AVENUE,OAKLAND,94603,Nitrogen Oxides,CAP,0.04430943,TON,,484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS THAN TRUCKLOAD."
CA,06,Alameda,06001,365 DATA CENTERS,17252411,1400 65TH STREET,EMERYVILLE,94608,Nitrogen Oxides,CAP,0.0436336,TON,,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES."
CA,06,Alameda,06001,EAST BAY MUNICIPAL UTILITY DIST PSH,14191911,4399 OAKPORT STREET,OAKLAND,94619,Nitrogen Oxides,CAP,0.0436336,TON,,221310,WATER SUPPLY AND IRRIGATION SYSTEMS.
CA,06,Alameda,06001,SKYWEST EMERGENCY PUMP STATION,15732511,22487 SKYWEST DRIVE,HAYWARD,94541,Nitrogen Oxides,CAP,0.04324113,TON,,922190,"OTHER JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES."
CA,06,Alameda,06001,HEALTHY COFFEE LIFESTYLES INC,10495211,"6902 PATTERSON PASS RD, UNIT H",LIVERMORE,94550,Nitrogen Oxides,CAP,0.042735944,TON,,311920,COFFEE AND TEA MANUFACTURING.
CA,06,Alameda,06001,PACKAGING CORPORATION OF AMERICA (PCA),17242411,2222 GRANT AVENUE,SAN LORENZO,94580,Nitrogen Oxides,CAP,0.042424255,TON,,322211,CORRUGATED AND SOLID FIBER BOX MANUFACTURING.
CA,06,Alameda,06001,CALIFORNIA HOTEL,17248111,3501 SAN PABLO AVE,OAKLAND,94608,Nitrogen Oxides,CAP,0.04128771,TON,,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS.
CA,06,Alameda,06001,WEATHERFORD BMW,375611,575 W GRAND AVENUE,OAKLAND,94612,Nitrogen Oxides,CAP,0.04096749,TON,"Auto Body, Painting, or Repair Shop",811121,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE."
CA,06,Alameda,06001,FORMFACTOR,10496911,501 LAWRENCE ROAD,LIVERMORE,94551,Nitrogen Oxides,CAP,0.04086658,TON,,334514,TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING.
CA,06,Alameda,06001,CITY OF OAKLAND PUBLIC WORKS AGENCY,1088911,7101 EDGEWATER DR,OAKLAND,94621,Nitrogen Oxides,CAP,0.04085606,TON,,624310,VOCATIONAL REHABILITATION SERVICES.
CA,06,Alameda,06001,"LOWE'S HIW, INC /CORPORATE PAYABLES",10505811,52040 UNION LANDING BLVD,UNION CITY,94587,Nitrogen Oxides,CAP,0.0406543,TON,,444110,HOME CENTERS.
CA,06,Alameda,06001,VERIZON WIRELESS (BAY BRIDGE EAST),13818011,107 BURMA ROAD,OAKLAND,94617,Nitrogen Oxides,CAP,0.03991678,TON,,517112,
CA,06,Alameda,06001,MOUNTAIN VIEW CEMETERY ASSOCIATION,309711,5000 PIEDMONT AVE,OAKLAND,94611,Nitrogen Oxides,CAP,0.03958247,TON,Crematory - Human,812210,FUNERAL HOMES AND FUNERAL SERVICES.
CA,06,Alameda,06001,"UNION SANITARY DIST, FREMONT LS",14305511,48101 FREMONT BLVD,FREMONT,94538,Nitrogen Oxides,CAP,0.039270222,TON,,221320,SEWAGE TREATMENT FACILITIES.
CA,06,Alameda,06001,"NEW ENGLAND LEAD BURNING CO, INC",405211,1840 WILLIAMS STREET,SAN LEANDRO,94577,Nitrogen Oxides,CAP,0.03906434,TON,,331314,SECONDARY SMELTING AND ALLOYING OF ALUMINUM.
